geometry,POI,address,node,nearest_sap,destination,sap_name,routes,walking_distance,WT,service_frequency,AWT,TAT,EDF,weighing_factor,accessibility_index,pop_density_per_sq_km,ZONE_NAME,WARD_NO
"POLYGON ((75.74898836792876 26.890147791999567, 75.74904791381145 26.89917574753368, 75.7591171720739 26.899121988248897, 75.75905682591731 26.890094053616085, 75.74898836792876 26.890147791999567))",POINT (75.75405256993459 26.8946349865036),,8634951504,POINT (574732.8961257502 2975212.8300574087),3788831334.0,KINGS ROAD,"7, AC2, 1, 26, 18",603,10.0499999799,8.0,8.0,18.0499999799,1.6620498633466594,1.0,1.6620498633466594,10838.853416214664,CIVIL LINES,23
"POLYGON ((75.74904791381145 26.89917574753368, 75.74910748766423 26.908203691403237, 75.75917754657641 26.908149911213922, 75.7591171720739 26.899121988248897, 75.74904791381145 26.89917574753368))",POINT (75.75411253003323 26.903662925789206),,8093450823,POINT (574853.6189018721 2975286.8758732784),5481779886.0,PURANI CHUNGI,26,1027,17.116666632433333,20.0,14.0,31.116666632433333,0.96411355221226,0.5,0.4820567761061299,7040.169507426792,JHOTWARA ANSIK,13
"POLYGON ((75.74910748766423 26.908203691403237, 75.74916708949665 26.917231623605534, 75.75923794943456 26.917177822508442, 75.75917754657641 26.908149911213922, 75.74910748766423 26.908203691403237))",POINT (75.75417251829468 26.91269085340727),,3779459253,POINT (574940.9579880884 2977894.861110082),8063455263.0,JHARKHAND MODE,AC8,1019,16.983333299366667,26.0,17.0,33.98333329936666,0.8827856801368894,0.5,0.4413928400684447,7040.169507426792,JHOTWARA ANSIK,13
"POLYGON ((75.74916708949665 26.917231623605534, 75.74922671931829 26.92625954413786, 75.75929838065807 26.92620572212975, 75.75923794943456 26.917177822508442, 75.74916708949665 26.917231623605534))",POINT (75.75423253472862 26.921718769355113),,3779460431,POINT (574940.9579880884 2977894.861110082),8063455263.0,JHARKHAND MODE,AC8,116,1.9333333294666664,26.0,17.0,18.933333329466667,1.5845070425771175,0.5,0.7922535212885589,6935.376314601546,CIVIL LINES,19
"POLYGON ((75.74922671931829 26.92625954413786, 75.74928637713876 26.935287452997493, 75.75935884025665 26.93523361007513, 75.75929838065807 26.92620572212975, 75.74922671931829 26.92625954413786))",POINT (75.75429257934466 26.930746673630008),,8137358716,POINT (574512.7276579122 2978962.550381129),3783171763.0,JASWANT NAGAR,"7, AC2, 14, 18",134,2.2333333288666664,8.0,8.0,10.233333328866667,2.931596092484801,1.0,2.931596092484801,6935.376314601546,CIVIL LINES,19
"POLYGON ((75.74928637713876 26.935287452997493, 75.74934606296766 26.94431535018174, 75.75941932824003 26.944261486341887, 75.75935884025665 26.93523361007513, 75.74928637713876 26.935287452997493))",POINT (75.7543526521525 26.939774566229257),,3783155638,POINT (574560.2982359957 2980347.8728271555),4586677182.0,PANCHAYAT SAMITI,"AC2, 24",613,10.216666646233334,10.0,9.0,19.21666664623333,1.561144841208988,0.5,0.780572420604494,4127.213848731749,,
"POLYGON ((75.74934606296766 26.94431535018174, 75.74940577681461 26.953343235687893, 75.75947984461797 26.953289350927303, 75.75941932824003 26.944261486341887, 75.74934606296766 26.94431535018174))",POINT (75.7544127531618 26.94880244715014),,8630904578,POINT (574440.9991679259 2981430.9179521725),3901285118.0,SHALI MARG,7,710,11.833333309666664,8.0,8.0,19.833333309666664,1.5126050438217642,1.0,1.5126050438217642,4127.213848731749,,
"POLYGON ((75.74940577681461 26.953343235687893, 75.74946551868922 26.96237110951326, 75.7595403894002 26.96231720382867, 75.75947984461797 26.953289350927303, 75.74940577681461 26.953343235687893))",POINT (75.75447288238223 26.95783031638997),,4586684386,POINT (574440.9991679259 2981430.9179521725),3901285118.0,SHALI MARG,7,1028,17.133333299066667,8.0,8.0,25.133333299066667,1.1936339538820366,1.0,1.1936339538820366,4127.213848731749,,
"POLYGON ((75.74946551868922 26.96237110951326, 75.74952528860113 26.971398971655123, 75.75960096259648 26.97134504504329, 75.7595403894002 26.96231720382867, 75.74946551868922 26.96237110951326))",POINT (75.75453303982347 26.966858173946036),,4774662433,POINT (574880.0556134811 2983158.85651114),4725277418.0,DADI KA PHATAK,9A,446,7.433333318466667,8.0,8.0,15.433333318466666,1.943844494313077,1.0,1.943844494313077,4127.213848731749,,
"POLYGON ((75.74952528860113 26.971398971655123, 75.7495850865599 26.980426822110793, 75.75966156421656 26.980372874568463, 75.75960096259648 26.97134504504329, 75.74952528860113 26.971398971655123))",POINT (75.75459322549524 26.975886019815636),,4725277266,POINT (574880.0556134811 2983158.85651114),4725277418.0,DADI KA PHATAK,9A,1030,17.16666663233333,8.0,8.0,25.16666663233333,1.192052981758695,1.0,1.192052981758695,4127.213848731749,,
"POLYGON ((75.7495850865599 26.980426822110793, 75.74964491257525 26.98945466087757, 75.75972219427021 26.989400692401492, 75.75966156421656 26.980372874568463, 75.7495850865599 26.980426822110793))",POINT (75.7546534394072 26.98491385399605),,4739585155,POINT (575514.1103291867 2983350.7442362434),4141406915.0,KESHAV PURA,15,2576,42.93333324746666,20.0,14.0,56.93333324746666,0.5269320851038508,0.5,0.2634660425519254,4127.213848731749,,
"POLYGON ((75.74964491257525 26.98945466087757, 75.74970476665678 26.998482487952742, 75.75978285276722 26.998428498539663, 75.75972219427021 26.989400692401492, 75.74964491257525 26.98945466087757))",POINT (75.7547136815691 26.99394167648461),,8637257541,POINT (576489.6222190196 2986361.3780941605),2106356164.0,VKI NO. 14,1,2248,37.46666659173333,20.0,14.0,51.46666659173333,0.5829015552528256,0.5,0.2914507776264128,4127.213848731749,,
"POLYGON ((75.74970476665678 26.998482487952742, 75.74976464881414 27.007510303333632, 75.75984353971731 27.007456292980294, 75.75978285276722 26.998428498539663, 75.74970476665678 26.998482487952742))",POINT (75.75477395199059 27.0029694872786),,3778115785,POINT (576489.6222190196 2986361.3780941605),2106356164.0,VKI NO. 14,1,2565,42.7499999145,20.0,14.0,56.7499999145,0.528634362029925,0.5,0.2643171810149625,4127.213848731749,,
"POLYGON ((75.74976464881414 27.007510303333632, 75.74982455905699 27.016538107017514, 75.75990425513032 27.016484075720655, 75.75984353971731 27.007456292980294, 75.74976464881414 27.007510303333632))",POINT (75.75483425068143 27.011997286375323),,3778018353,POINT (576330.7748723744 2988051.30225003),6734556964.0,NINDHAR MOD,1,1940,32.333333268666664,20.0,14.0,46.33333326866666,0.6474820152921692,0.5,0.3237410076460846,4127.213848731749,,
"POLYGON ((75.75827490095227 26.77272984285542, 75.75833487949293 26.781757928922385, 75.76839373524518 26.781703727023, 75.7683329613148 26.77267566209387, 75.75827490095227 26.77272984285542))",POINT (75.76333411925303 26.7772168809198),,3933322538,POINT (576565.7026265336 2964261.7009327146),1722765209.0,MUHANA MANDHI MOD,28,2324,38.73333325586667,20.0,14.0,52.73333325586667,0.5689001272579797,0.5,0.2844500636289898,4127.213848731749,,
"POLYGON ((75.75833487949293 26.781757928922385, 75.75839488625384 26.79078600335692, 75.76845453777 26.79073178031643, 75.76839373524518 26.781703727023, 75.75833487949293 26.781757928922385))",POINT (75.76339450969222 26.78624495063596),,11622266215,POINT (576565.7026265336 2964261.7009327146),1722765209.0,MUHANA MANDHI MOD,28,1605,26.7499999465,20.0,14.0,40.7499999465,0.736196319984945,0.5,0.3680981599924725,4127.213848731749,,
"POLYGON ((75.75839488625384 26.79078600335692, 75.75845492124456 26.79981406615626, 75.76851536889896 26.79975982197141, 75.76845453777 26.79073178031643, 75.75839488625384 26.79078600335692))",POINT (75.76345492854357 26.795273008716684),,11337957587,POINT (576565.7026265336 2964261.7009327146),1722765209.0,MUHANA MANDHI MOD,28,803,13.383333306566666,20.0,14.0,27.383333306566666,1.0955569091658337,0.5,0.5477784545829167,4858.185723197913,SANGANER,31
"POLYGON ((75.75845492124456 26.79981406615626, 75.7585149844748 26.808842117317706, 75.76857622864188 26.808787851985233, 75.76851536889896 26.79975982197141, 75.75845492124456 26.79981406615626))",POINT (75.76351537581677 26.80430105515924),,9819493754,POINT (576565.7026265336 2964261.7009327146),1722765209.0,MUHANA MANDHI MOD,28,1390,23.16666662033333,20.0,14.0,37.16666662033333,0.8071748888986306,0.5,0.4035874444493153,4858.185723197913,SANGANER,31
"POLYGON ((75.7585149844748 26.808842117317706, 75.75857507595416 26.817870156838516, 75.7686371170085 26.817815870355176, 75.76857622864188 26.808787851985233, 75.7585149844748 26.808842117317706))",POINT (75.76357585152155 26.813329089960913),,4735945987,POINT (576754.2222266601 2966394.431430742),9819499368.0,ANANDAM MANGLAM,34,1320,21.999999956,15.0,11.5,33.499999956,0.8955223892359101,0.5,0.447761194617955,4858.185723197913,SANGANER,31
"POLYGON ((75.75857507595416 26.817870156838516, 75.75863519569232 26.82689818471598, 75.76869803400861 26.8268438770785, 75.7686371170085 26.817815870355176, 75.75857507595416 26.817870156838516))",POINT (75.76363635566763 26.822357113118972),,11617998970,POINT (576773.7330979183 2966552.613831591),3792276828.0,RAMPURA FATAK,34,1540,25.66666661533333,15.0,11.5,37.16666661533333,0.8071748890072191,0.5,0.4035874445036095,4858.185723197913,SANGANER,31
"POLYGON ((75.75863519569232 26.82689818471598, 75.75869534369892 26.83592620094738, 75.76875897965198 26.835871872152484, 75.76869803400861 26.8268438770785, 75.75863519569232 26.82689818471598))",POINT (75.76369688826468 26.83138512463069),,3789014471,POINT (576288.8100109895 2968858.379148914),319083661.0,SUMER NAGAR,"9A, AC5",1191,19.8499999603,8.0,8.0,27.8499999603,1.0771992834026862,1.0,1.0771992834026862,4127.213848731749,SANGANER,29
"POLYGON ((75.75869534369892 26.83592620094738, 75.75875551998361 26.844954205529987, 75.76881995394841 26.844899855574415, 75.76875897965198 26.835871872152484, 75.75869534369892 26.83592620094738))",POINT (75.76375744932245 26.84041312449336),,3789015375,POINT (576288.8100109895 2968858.379148914),319083661.0,SUMER NAGAR,"9A, AC5",566,9.433333314466667,8.0,8.0,17.433333314466665,1.72084130205353,1.0,1.72084130205353,4127.213848731749,SANGANER,29
"POLYGON ((75.75875551998361 26.844954205529987, 75.75881572455609 26.85398219846108, 75.76888095690771 26.853927827341572, 75.76881995394841 26.844899855574415, 75.75875551998361 26.844954205529987))",POINT (75.76381803885069 26.849441112704245),,11235125967,POINT (576494.6487270269 2969815.54367631),3078013833.0,VIJAY PATH,9A,945,15.7499999685,8.0,8.0,23.7499999685,1.2631578964121883,1.0,1.2631578964121883,12246.268151501052,SANGANER,27
"POLYGON ((75.75881572455609 26.85398219846108, 75.758875957426 26.86301017973796, 75.76894198853967 26.862955787451227, 75.76888095690771 26.853927827341572, 75.75881572455609 26.85398219846108))",POINT (75.76387865685909 26.85846908926063),,3789954056,POINT (576131.3313959595 2970829.7402659096),10078652380.0,KV NO.5,28,1102,18.36666662993333,20.0,14.0,32.366666629933334,0.9268795067161908,0.5,0.4634397533580953,12246.268151501052,SANGANER,27
"POLYGON ((75.758875957426 26.86301017973796, 75.75893621860305 26.872038149357895, 75.76900304885409 26.871983735900685, 75.76894198853967 26.862955787451227, 75.758875957426 26.86301017973796))",POINT (75.76393930335743 26.86749705415981),,3787115231,POINT (574999.4684131983 2972427.6289164224),3783124425.0,SWARAN PATH,23,1275,21.2499999575,120.0,64.0,85.2499999575,0.3519061585332084,0.5,0.1759530792666042,12246.268151501052,SANGANER,27
"POLYGON ((75.75893621860305 26.872038149357895, 75.75899650809693 26.881066107318166, 75.76906413786082 26.88101167268719, 75.76900304885409 26.871983735900685, 75.75893621860305 26.872038149357895))",POINT (75.76399997835544 26.876525007399053),,3785914763,POINT (575646.4930863604 2973312.5410250826),11209587868.0,GANGA JAMUNA,"6A, 7, AC5, 23, AC1, AC2, 1, 32",1137,18.9499999621,8.0,8.0,26.9499999621,1.113172543309434,1.0,1.113172543309434,10838.853416214664,CIVIL LINES,23
"POLYGON ((75.75899650809693 26.881066107318166, 75.75905682591731 26.890094053616085, 75.76912525556965 26.890039597808066, 75.76906413786082 26.88101167268719, 75.75899650809693 26.881066107318166))",POINT (75.7640606818629 26.885552948975654),,3792332553,POINT (575646.4930863604 2973312.5410250826),11209587868.0,GURJAR KI THADI,,1300,21.66666662333333,20.0,14.0,35.66666662333333,0.8411214963490262,0.5,0.4205607481745131,10838.853416214664,CIVIL LINES,23
"POLYGON ((75.75905682591731 26.890094053616085, 75.7591171720739 26.899121988248897, 75.76918640199041 26.89906751126057, 75.76912525556965 26.890039597808066, 75.75905682591731 26.890094053616085))",POINT (75.76412141388954 26.89458087888689),,3792334754,POINT (574853.6189018721 2975286.8758732784),5481779886.0,PURANI CHUNGI,26,1646,27.433333278466662,20.0,14.0,41.43333327846666,0.7240547073143959,0.5,0.3620273536571979,10838.853416214664,CIVIL LINES,23
"POLYGON ((75.7591171720739 26.899121988248897, 75.75917754657641 26.908149911213922, 75.76924757713296 26.908095413042002, 75.76918640199041 26.89906751126057, 75.7591171720739 26.899121988248897))",POINT (75.76418217444515 26.90360879713005),,8078723402,POINT (576990.1598845007 2975871.2248921352),2105800555.0,SODALA,"7, 14, 32, 26, 10B",1421,23.683333285966665,8.0,8.0,31.683333285966665,0.9468700698006338,1.0,0.9468700698006338,7040.169507426792,JHOTWARA ANSIK,13
"POLYGON ((75.75917754657641 26.908149911213922, 75.75923794943456 26.917177822508442, 75.76930878100713 26.917123303149648, 75.76924757713296 26.908095413042002, 75.75917754657641 26.908149911213922))",POINT (75.76424296353949 26.91263670370244),,8620534570,POINT (576135.5674566563 2977532.521905661),8063455191.0,KV NO.4,"6A, 7, AC5, AC1, AC2, 14, AC8, 1, 18",1072,17.86666663093333,8.0,8.0,25.86666663093333,1.1597938160351793,1.0,1.1597938160351793,7040.169507426792,JHOTWARA ANSIK,13
"POLYGON ((75.75923794943456 26.917177822508442, 75.75929838065807 26.92620572212975, 75.76937001362276 26.926151181580785, 75.76930878100713 26.917123303149648, 75.75923794943456 26.917177822508442))",POINT (75.76430378118236 26.92166459860132),,3780586470,POINT (576135.5674566563 2977532.521905661),8063455191.0,KV NO.4,"6A, 7, AC5, AC1, AC2, 14, AC8, 1, 18",777,12.9499999741,8.0,8.0,20.9499999741,1.431980908691566,1.0,1.431980908691566,6935.376314601546,CIVIL LINES,19
"POLYGON ((75.75929838065807 26.92620572212975, 75.75935884025665 26.93523361007513, 75.76943127498971 26.935179048332728, 75.76937001362276 26.926151181580785, 75.75929838065807 26.92620572212975))",POINT (75.76436462738351 26.930692481824),,3780586665,POINT (574875.8339079788 2979375.1046352964),8137358695.0,DEEP HOSPITAL,"6A, 7",3559,59.31666654803333,8.0,8.0,67.31666654803334,0.4456548658509955,1.0,0.4456548658509955,6935.376314601546,CIVIL LINES,19
"POLYGON ((75.75935884025665 26.93523361007513, 75.75941932824003 26.944261486341887, 75.76949256511784 26.94420690340273, 75.76943127498971 26.935179048332728, 75.75935884025665 26.93523361007513))",POINT (75.76442550215278 26.939720353367758),,3780587272,POINT (575704.0654398031 2980325.919482843),5482676818.0,LATA CIRCLE,"6A, 7, 9A, AC2, 14, 24, 10B",693,11.5499999769,8.0,8.0,19.5499999769,1.534526856033124,1.0,1.534526856033124,4127.213848731749,,
"POLYGON ((75.75941932824003 26.944261486341887, 75.75947984461797 26.953289350927303, 75.76955388401703 26.953234746788127, 75.76949256511784 26.94420690340273, 75.75941932824003 26.944261486341887))",POINT (75.76448640549994 26.948748213229894),,4739214870,POINT (575704.0654398031 2980325.919482843),5482676818.0,LATA CIRCLE,"6A, 7, 9A, AC2, 14, 24, 10B",1821,30.3499999393,8.0,8.0,38.3499999393,0.7822685801169154,1.0,0.7822685801169154,4127.213848731749,,
"POLYGON ((75.75947984461797 26.953289350927303, 75.7595403894002 26.96231720382867, 75.76961523169713 26.962262578486182, 75.76955388401703 26.953234746788127, 75.75947984461797 26.953289350927303))",POINT (75.76454733743482 26.957776061407706),,4587111437,POINT (576586.0625842401 2981749.992843999),4739188863.0,DHER KA BALAJI,"1, 15",1217,20.283333292766667,20.0,14.0,34.28333329276667,0.8750607691443353,0.5,0.4375303845721676,4127.213848731749,,
"POLYGON ((75.7595403894002 26.96231720382867, 75.75960096259648 26.97134504504329, 75.76967660816806 26.9712903984942, 75.76961523169713 26.962262578486182, 75.7595403894002 26.96231720382867))",POINT (75.7646082979672 26.966803897898476),,3782902904,POINT (576013.996703289 2983373.2604403333),2414234361.0,MURLIPURA,9A,474,7.8999999842,8.0,8.0,15.8999999842,1.8867924547051145,1.0,1.8867924547051145,4127.213848731749,,
"POLYGON ((75.75960096259648 26.97134504504329, 75.75966156421656 26.980372874568463, 75.76973801343966 26.980318206809482, 75.76967660816806 26.9712903984942, 75.75960096259648 26.97134504504329))",POINT (75.76466928710693 26.975831722699514),,3782880042,POINT (576013.996703289 2983373.2604403333),2414234361.0,MURLIPURA,9A,807,13.4499999731,8.0,8.0,21.4499999731,1.3986014003553555,1.0,1.3986014003553555,4127.213848731749,,
"POLYGON ((75.75966156421656 26.980372874568463, 75.75972219427021 26.989400692401492, 75.76979944752186 26.989346003429304, 75.76973801343966 26.980318206809482, 75.75966156421656 26.980372874568463))",POINT (75.7647303048638 26.984859535808102),,11276448600,POINT (576737.1620324061 2985216.4312754446),4553444985.0,VKI NO. 9,1,1539,25.6499999487,20.0,14.0,39.6499999487,0.7566204297305077,0.5,0.3783102148652538,4127.213848731749,,
"POLYGON ((75.75972219427021 26.989400692401492, 75.75978285276722 26.998428498539663, 75.76986091042454 26.99837378835098, 75.76979944752186 26.989346003429304, 75.75972219427021 26.989400692401492))",POINT (75.76479135124768 26.993887337221548),,4725503354,POINT (576489.6222190196 2986361.3780941605),2106356164.0,VKI NO. 14,1,871,14.516666637633334,20.0,14.0,28.51666663763333,1.0520163657700832,0.5,0.5260081828850416,4127.213848731749,,
"POLYGON ((75.75978285276722 26.998428498539663, 75.75984353971731 27.007456292980294, 75.7699224021576 27.00740156157181, 75.76986091042454 26.99837378835098, 75.75978285276722 26.998428498539663))",POINT (75.7648524262684 27.00291512693715),,4725662890,POINT (576489.6222190196 2986361.3780941605),2106356164.0,VKI NO. 14,1,1285,21.416666623833333,20.0,14.0,35.416666623833336,0.8470588245538546,0.5,0.4235294122769273,4127.213848731749,,
"POLYGON ((75.75984353971731 27.007456292980294, 75.75990425513032 27.016484075720655, 75.76998392273099 27.016429323089078, 75.7699224021576 27.00740156157181, 75.75984353971731 27.007456292980294))",POINT (75.7649135299358 27.011942904952207),,11585962368,POINT (576330.7748723744 2988051.30225003),6734556964.0,NINDHAR MOD,1,485,8.083333317166666,20.0,14.0,22.083333317166662,1.3584905670322536,0.5,0.6792452835161268,4127.213848731749,,
"POLYGON ((75.7683329613148 26.77267566209387, 75.76839373524518 26.781703727023, 75.77845256240303 26.78164881105162, 75.77839099309267 26.772620767538786, 75.7683329613148 26.77267566209387))",POINT (75.77339256301565 26.77716233262239),,3933322543,POINT (576565.7026265336 2964261.7009327146),1722765209.0,MUHANA MANDHI MOD,28,2423,40.383333252566665,20.0,14.0,54.383333252566665,0.5516395962835567,0.5,0.2758197981417783,4127.213848731749,,
"POLYGON ((75.76839373524518 26.781703727023, 75.76845453777 26.79073178031643, 75.778514160682 26.790676842925446, 75.77845256240303 26.78164881105162, 75.76839373524518 26.781703727023))",POINT (75.77345374902679 26.786190381059846),,5314568887,POINT (576565.7026265336 2964261.7009327146),1722765209.0,MUHANA MANDHI MOD,28,1524,25.3999999492,20.0,14.0,39.3999999492,0.7614213207786855,0.5,0.3807106603893427,4127.213848731749,,
"POLYGON ((75.76845453777 26.79073178031643, 75.76851536889896 26.79975982197141, 75.77857578793943 26.799704863157537, 75.778514160682 26.790676842925446, 75.76845453777 26.79073178031643))",POINT (75.77351496382433 26.79521841785858),,5461381896,POINT (576565.7026265336 2964261.7009327146),1722765209.0,MUHANA MANDHI MOD,28,869,14.483333304366663,20.0,14.0,28.483333304366667,1.053247514236714,0.5,0.526623757118357,4858.185723197913,SANGANER,31
"POLYGON ((75.76851536889896 26.79975982197141, 75.76857622864188 26.808787851985233, 75.77863744418525 26.808732871745157, 75.77857578793943 26.799704863157537, 75.76851536889896 26.79975982197141))",POINT (75.7735762074181 26.80424644301587),,4737504726,POINT (577161.2101087461 2965222.345702901),316754428.0,KUMAWATO KI DHANI ,28,348,5.7999999884,20.0,14.0,19.7999999884,1.5151515160391795,0.5,0.7575757580195899,4858.185723197913,SANGANER,31
"POLYGON ((75.76857622864188 26.808787851985233, 75.7686371170085 26.817815870355176, 75.77869912942934 26.817760868685586, 75.77863744418525 26.808732871745157, 75.76857622864188 26.808787851985233))",POINT (75.77363747981796 26.81327445652899),,4805251235,POINT (576754.2222266601 2966394.431430742),9819499368.0,ANANDAM MANGLAM,34,1687,28.11666661043333,15.0,11.5,39.61666661043333,0.7572570477723961,0.5,0.378628523886198,4858.185723197913,SANGANER,31
"POLYGON ((75.7686371170085 26.817815870355176, 75.76869803400861 26.8268438770785, 75.77876084368161 26.826788853976094, 75.77869912942934 26.817760868685586, 75.7686371170085 26.817815870355176))",POINT (75.77369878103373 26.82230245839521),,4736010952,POINT (576773.7330979183 2966552.613831591),3792276828.0,RAMPURA FATAK,34,455,7.583333318166666,15.0,11.5,19.083333318166662,1.5720524029961291,0.5,0.7860262014980646,6416.028510357767,SANGANER,25
"POLYGON ((75.76869803400861 26.8268438770785, 75.76875897965198 26.835871872152484, 75.77882258695199 26.835816827613954, 75.77876084368161 26.826788853976094, 75.76869803400861 26.8268438770785))",POINT (75.77376011107526 26.83133044861181),,3789014436,POINT (576917.0370374278 2968981.8242358565),5525452495.0,SFS CIRCLE,27A,1842,30.6999999386,30.0,19.0,49.6999999386,0.6036217311280155,0.5,0.3018108655640077,4127.213848731749,SANGANER,29
"POLYGON ((75.76875897965198 26.835871872152484, 75.76881995394841 26.844899855574415, 75.77888435925036 26.84484478959646, 75.77882258695199 26.835816827613954, 75.76875897965198 26.835871872152484))",POINT (75.77382146995241 26.840358427176064),,5525452495,POINT (576917.0370374278 2968981.8242358565),5525452495.0,SFS CIRCLE,27A,0,0.0,30.0,19.0,19.0,1.5789473684210529,0.5,0.7894736842105263,13737.891830348208,SANGANER,26
"POLYGON ((75.76881995394841 26.844899855574415, 75.76888095690771 26.853927827341572, 75.77894616058667 26.853872739920867, 75.77888435925036 26.84484478959646, 75.76881995394841 26.844899855574415))",POINT (75.77388285767502 26.849386394085254),,3783215153,POINT (576494.6487270269 2969815.54367631),3078013833.0,VIJAY PATH,9A,418,6.966666652733333,8.0,8.0,14.966666652733334,2.004454344850472,1.0,2.004454344850472,13737.891830348208,SANGANER,26
"POLYGON ((75.76888095690771 26.853927827341572, 75.76894198853967 26.862955787451227, 75.77900799097085 26.862900678584477, 75.77894616058667 26.853872739920867, 75.76888095690771 26.853927827341572))",POINT (75.77394427425295 26.858414349336652),,8637504156,POINT (576131.3313959595 2970829.7402659096),10078652380.0,KV NO.5,28,1432,23.866666618933333,20.0,14.0,37.86666661893334,0.7922535221254463,0.5,0.3961267610627231,12246.268151501052,SANGANER,27
"POLYGON ((75.76894198853967 26.862955787451227, 75.76900304885409 26.871983735900685, 75.77906985041284 26.871928605584547, 75.77900799097085 26.862900678584477, 75.76894198853967 26.862955787451227))",POINT (75.77400571969609 26.867442292927546),,3787115223,POINT (577337.3066337189 2972516.7615908203),1812486647.0,RIDHI SIDHI,"AC5, AC1",1088,18.133333297066667,16.0,12.0,30.133333297066667,0.9955752224371524,0.5,0.4977876112185762,12871.307319488069,SANGANER,24
"POLYGON ((75.76900304885409 26.871983735900685, 75.76906413786082 26.88101167268719, 75.7791317389226 26.88095652091837, 75.77906985041284 26.871928605584547, 75.76900304885409 26.871983735900685))",POINT (75.77406719401431 26.87647022485521),,3787115405,POINT (576768.5866713134 2973090.1573510882),3783098185.0,MAHESH NAGAR MOD,"6A, 7, AC5, AC1, AC2, 32",181,3.016666660633333,8.0,8.0,11.016666660633334,2.723146748843841,1.0,2.723146748843841,12871.307319488069,SANGANER,24
"POLYGON ((75.76906413786082 26.88101167268719, 75.76912525556965 26.890039597808066, 75.77919365651005 26.889984424583233, 75.7791317389226 26.88095652091837, 75.76906413786082 26.88101167268719))",POINT (75.7741286972175 26.885498145116934),,3792332545,POINT (576768.5866713134 2973090.1573510882),3783098185.0,MAHESH NAGAR MOD,"6A, 7, AC5, AC1, AC2, 32",1485,24.7499999505,8.0,8.0,32.7499999505,0.9160305357356798,1.0,0.9160305357356798,10838.853416214664,CIVIL LINES,23
"POLYGON ((75.76912525556965 26.890039597808066, 75.76918640199041 26.89906751126057, 75.77925560318516 26.8990123165764, 75.77919365651005 26.889984424583233, 75.76912525556965 26.890039597808066))",POINT (75.77419022931555 26.89452605371),,3792334908,POINT (576990.1598845007 2975871.2248921352),2105800555.0,SODALA,"7, 14, 32, 26, 10B",992,16.533333300266666,8.0,8.0,24.533333300266666,1.222826088604679,1.0,1.222826088604679,17487.241924241436,CIVIL LINES,22
"POLYGON ((75.76918640199041 26.89906751126057, 75.76924757713296 26.908095413042002, 75.77931757895789 26.90804019689518, 75.77925560318516 26.8990123165764, 75.76918640199041 26.89906751126057))",POINT (75.77425179031833 26.903553950631693),,3790075766,POINT (576990.1598845007 2975871.2248921352),2105800555.0,SODALA,"7, 14, 32, 26, 10B",187,3.1166666604333333,8.0,8.0,11.116666660433332,2.698650676175855,1.0,2.698650676175855,17487.241924241436,CIVIL LINES,22
"POLYGON ((75.76924757713296 26.908095413042002, 75.76930878100713 26.917123303149648, 75.77937958383822 26.917068065536842, 75.77931757895789 26.90804019689518, 75.76924757713296 26.908095413042002))",POINT (75.77431338023578 26.912581835879294),,3790074412,POINT (576904.7906106997 2977358.426599397),9713760510.0,HASANPURA,"6A, 7, AC5, AC1, AC2, 14, AC8, 18, 10B",421,7.016666652633333,8.0,8.0,15.016666652633331,1.997780246040101,1.0,1.997780246040101,34823.28674335346,CIVIL LINES,21
"POLYGON ((75.76930878100713 26.917123303149648, 75.76937001362276 26.926151181580785, 75.77944161783613 26.926095922498682, 75.77937958383822 26.917068065536842, 75.76930878100713 26.917123303149648))",POINT (75.77437499907778 26.92160970945009),,8642369295,POINT (576904.7906106997 2977358.426599397),9713760510.0,HASANPURA,"6A, 7, AC5, AC1, AC2, 14, AC8, 18, 10B",973,16.216666634233334,8.0,8.0,24.21666663423333,1.2388162439165429,1.0,1.2388162439165429,6935.376314601546,CIVIL LINES,19
"POLYGON ((75.76937001362276 26.926151181580785, 75.76943127498971 26.935179048332728, 75.7795036809616 26.935123767777977, 75.77944161783613 26.926095922498682, 75.76937001362276 26.926151181580785))",POINT (75.77443664685428 26.930637571341382),,9713737304,POINT (577923.7877647243 2979215.201716666),2105800748.0,CHINKARA,"6A, 7, 9A, AC2, 14, AC3, 1, 32, 10B",3077,51.283333230766665,8.0,8.0,59.283333230766665,0.5060444203301089,1.0,0.5060444203301089,4127.213848731749,,
"POLYGON ((75.76943127498971 26.935179048332728, 75.76949256511784 26.94420690340273, 75.7795657732246 26.94415160137203, 75.7795036809616 26.935123767777977, 75.76943127498971 26.935179048332728))",POINT (75.77449832357516 26.939665421550448),,11222065303,POINT (576806.3690363552 2980137.5530221513),316648118.0,CHOMU PULIYA,"6A, 9A, AC2, AC3, 1A, 1, 18, 15, 24",414,6.8999999862,8.0,8.0,14.8999999862,2.013422820656727,1.0,2.013422820656727,4127.213848731749,,
"POLYGON ((75.76949256511784 26.94420690340273, 75.76955388401703 26.953234746788127, 75.77962789463517 26.953179423278122, 75.7795657732246 26.94415160137203, 75.76949256511784 26.94420690340273))",POINT (75.77456002925038 26.948693260074577),,4727348637,POINT (576767.4347353608 2980692.375529826),4727348621.0,BHAWANI NIKETAN,"9A, 1, 15",383,6.383333320566666,8.0,8.0,14.383333320566669,2.085747394667071,1.0,2.085747394667071,4127.213848731749,,
